Label,Source,Formula,Density (g.cm⁻³),PLD (Å),Cp (J.g⁻¹.K⁻¹),Link to Publication
str_m5_o1_o16_sra_sym.18,In Silico,V4 H28 C50 O20,0.99044,3.39191,0.909670118,10.1038/s41586-019-1798-7
str_m5_o1_o16_sra_sym.187,In Silico,V4 H16 C48 N4 O28 F4,1.17597,3.25147,0.866778965,10.1038/s41586-019-1798-7
str_m5_o1_o16_sra_sym.71,In Silico,V4 H12 C50 O20 F16,1.23638,3.74991,0.827871192,10.1038/s41586-019-1798-7
str_m5_o1_o16_sra_sym.97,In Silico,V4 H24 C48 S2 O26,1.09868,3.49099,0.890001508,10.1038/s41586-019-1798-7
str_m5_o1_o17_sra_sym.50,In Silico,V4 H54 C67 O20,1.02543,4.17549,0.956053586,10.1038/s41586-019-1798-7
str_m5_o1_o17_sra_sym.58,In Silico,V4 H40 C66 O26,1.06633,3.98387,0.917847742,10.1038/s41586-019-1798-7
str_m5_o1_o18_sra_sym.61,In Silico,V4 H40 C60 N4 O20,1.00471,3.54535,0.934484466,10.1038/s41586-019-1798-7
str_m5_o10_o29_sra_sym.117,In Silico,V4 H64 C92 N16 O36,1.05413,3.84321,0.968593872,10.1038/s41586-019-1798-7
str_m5_o10_o29_sra_sym.172,In Silico,V4 H68 C100 N4 O28,0.961577,4.32735,0.960192067,10.1038/s41586-019-1798-7
str_m5_o11_o16_sra_sym.124,In Silico,V4 H24 C45 O21,0.970794,3.65156,0.889541329,10.1038/s41586-019-1798-7
str_m5_o11_o16_sra_sym.127,In Silico,V4 H29 C47 O23 F1,1.03655,3.4829,0.895688886,10.1038/s41586-019-1798-7
str_m5_o11_o16_sra_sym.128,In Silico,V4 H23 C44 Cl1 O20,0.975965,3.634,0.876381216,10.1038/s41586-019-1798-7
str_m5_o11_o16_sra_sym.151,In Silico,V4 H27 C47 N1 O24,1.04779,3.48457,0.907212818,10.1038/s41586-019-1798-7
str_m5_o11_o16_sra_sym.162,In Silico,V4 H25 C45 N1 O23,1.01274,3.54704,0.89165968,10.1038/s41586-019-1798-7
str_m5_o11_o16_sra_sym.189,In Silico,V4 H19 C46 N2 Cl3 O20,1.07779,3.62544,0.856512222,10.1038/s41586-019-1798-7
str_m5_o11_o16_sra_sym.4,In Silico,V4 H23 C45 N1 O20,0.964274,3.67681,0.890754457,10.1038/s41586-019-1798-7
str_m5_o11_o16_sra_sym.80,In Silico,V4 H23 C45 N1 O20,0.967102,3.63172,0.891144745,10.1038/s41586-019-1798-7
str_m5_o11_o16_sra_sym.83,In Silico,V4 H36 C50 O25,1.09033,3.63849,0.923217038,10.1038/s41586-019-1798-7
str_m5_o11_o18_sra_sym.132,In Silico,V4 H40 C58 O20,0.924193,3.59663,0.938763974,10.1038/s41586-019-1798-7
str_m5_o11_o18_sra_sym.22,In Silico,V4 H52 C64 O20,0.990042,3.37048,0.9654978,10.1038/s41586-019-1798-7
str_m5_o11_o18_sra_sym.57,In Silico,V4 H40 C58 O20,0.926205,3.75348,0.942164393,10.1038/s41586-019-1798-7
str_m5_o12_o18_sra_sym.99,In Silico,V4 H40 C60 O22,1.34139,4.12334,0.925047817,10.1038/s41586-019-1798-7
str_m5_o13_o16_sra_sym.13,In Silico,V4 H82 C80 N6 O20,1.11603,3.7992,1.008496599,10.1038/s41586-019-1798-7
str_m5_o13_o22_sra_sym.235,In Silico,V4 H52 C56 N8 O36,1.35133,4.51818,0.93219339,10.1038/s41586-019-1798-7
str_m5_o16_o16_sra_sym.3,In Silico,V4 H16 C64 O20 F16,1.10473,3.73645,0.843605893,10.1038/s41586-019-1798-7
str_m5_o16_o16_sra_sym.43,In Silico,V4 H32 C72 O28,1.0428,3.29557,0.911567084,10.1038/s41586-019-1798-7
str_m5_o16_o19_sra_sym.15,In Silico,V4 H28 C48 N4 O22,0.977161,3.4885,0.947984332,10.1038/s41586-019-1798-7
str_m5_o16_o24_sra_sym.108,In Silico,V4 H25 C52 N1 O20 F4,1.14677,3.50109,0.868619804,10.1038/s41586-019-1798-7
str_m5_o16_o24_sra_sym.92,In Silico,V4 H32 C54 O21,1.10985,3.2533,0.888736862,10.1038/s41586-019-1798-7
str_m5_o17_o22_sra_sym.36,In Silico,V4 H64 C68 O30,1.12784,4.91274,0.965132169,10.1038/s41586-019-1798-7
str_m5_o17_o22_sra_sym.44,In Silico,V4 H72 C72 O20,1.06083,4.41506,0.983348998,10.1038/s41586-019-1798-7
str_m5_o18_o18_sra_sym.57,In Silico,V4 H40 C80 O20,0.992403,3.81045,0.927711523,10.1038/s41586-019-1798-7
str_m5_o18_o19_sra_sym.43,In Silico,V4 H36 C76 O20,1.00643,3.45447,0.952131308,10.1038/s41586-019-1798-7
str_m5_o18_o19_sra_sym.88,In Silico,V4 H36 C60 O20,0.874678,3.80203,0.953905907,10.1038/s41586-019-1798-7
str_m5_o18_o22_sra_sym.67,In Silico,V4 H44 C60 O20,0.969352,3.50312,0.929191549,10.1038/s41586-019-1798-7
str_m5_o18_o24_sra_sym.80,In Silico,V4 H30 C62 N2 O20,1.04234,3.41526,0.894668754,10.1038/s41586-019-1798-7
str_m5_o18_o29_sra_sym.17,In Silico,V4 H36 C124 Br8 N12 O28,1.62233,3.99348,0.770491001,10.1038/s41586-019-1798-7
str_m5_o2_o17_sra_sym.25,In Silico,V4 H28 C69 O21 F4,1.08625,4.91478,0.881248081,10.1038/s41586-019-1798-7
str_m5_o2_o19_sra_sym.116,In Silico,V4 H20 C44 N4 O20,1.02848,3.95887,0.935305421,10.1038/s41586-019-1798-7
str_m5_o2_o19_sra_sym.12,In Silico,V4 H16 C44 O24,1.03099,3.77777,0.919976446,10.1038/s41586-019-1798-7
str_m5_o2_o19_sra_sym.141,In Silico,V4 H12 C44 N4 O28,1.13794,3.14072,0.895994295,10.1038/s41586-019-1798-7
str_m5_o2_o19_sra_sym.53,In Silico,V4 H12 C44 N4 O28,1.13786,3.15038,0.896010596,10.1038/s41586-019-1798-7
str_m5_o2_o19_sra_sym.7,In Silico,V4 H12 C48 N4 O20,1.06532,3.57124,0.913791532,10.1038/s41586-019-1798-7
str_m5_o2_o20_sra_sym.119,In Silico,V4 H48 C66 O26 F4,1.16861,4.00892,0.951017953,10.1038/s41586-019-1798-7
str_m5_o25_o25_sra_sym.42,In Silico,V4 H120 C112 O36,1.03513,4.31679,1.064041772,10.1038/s41586-019-1798-7
str_m5_o4_o16_sra_sym.35,In Silico,V4 H28 C52 S1 O23,1.12255,3.32317,0.888634346,10.1038/s41586-019-1798-7
str_m5_o4_o16_sra_sym.5,In Silico,V4 H30 C53 O21,1.07437,3.35852,0.896732606,10.1038/s41586-019-1798-7
str_m5_o4_o16_sra_sym.60,In Silico,V4 H32 C54 O20,1.07665,3.5163,0.904687671,10.1038/s41586-019-1798-7
str_m5_o4_o16_sra_sym.65,In Silico,V4 H22 C52 O20 F6,1.14341,3.29527,0.862118539,10.1038/s41586-019-1798-7
str_m5_o4_o16_sra_sym.66,In Silico,V4 H31 C54 N1 O22,1.09407,3.51535,0.903695449,10.1038/s41586-019-1798-7
str_m5_o4_o18_sra_sym.107,In Silico,V4 H26 C60 N4 O28 F2,1.13441,3.10281,0.889955333,10.1038/s41586-019-1798-7
str_m5_o4_o24_sra_sym.100,In Silico,V4 H45 C48 N5 O28,1.22356,4.85207,0.931073939,10.1038/s41586-019-1798-7
str_m5_o4_o4_sra_sym.69,In Silico,V4 H40 C48 O28,1.28017,4.56729,0.916243765,10.1038/s41586-019-1798-7
str_m5_o5_o16_sra_sym.88,In Silico,V4 H28 C46 O20,1.12085,3.42339,0.926462218,10.1038/s41586-019-1798-7
str_m5_o5_o18_sra_sym.78,In Silico,V4 H16 C48 N4 O28,1.15566,3.8432,0.89463142,10.1038/s41586-019-1798-7
str_m6_o42_o47_etb_sym.114,In Silico,Ba2 P8 H51 C42 Br1 O24,1.48176,3.77085,0.808593218,10.1038/s41586-019-1798-7
str_m6_o42_o49_etb_sym.13,In Silico,Ba2 P8 H54 C44 N2 O24,1.41944,4.47994,0.850118639,10.1038/s41586-019-1798-7
str_m6_o43_o48_etb_sym.93,In Silico,Ba2 P8 H51 C48 S10 N5 O64,1.74008,4.16878,0.833556065,10.1038/s41586-019-1798-7
str_m6_o46_o55_etb_sym.130,In Silico,Ba2 P8 H58 C55 S7 O48,1.75976,3.80383,0.847022971,10.1038/s41586-019-1798-7
str_m6_o46_o55_etb_sym.75,In Silico,Ba2 P8 H58 C52 S3 O33,1.55381,4.21463,0.848327707,10.1038/s41586-019-1798-7
str_m6_o46_o56_etb_sym.177,In Silico,Ba2 P8 H57 C53 N5 O24,1.45633,5.18086,0.861559549,10.1038/s41586-019-1798-7
str_m6_o46_o56_etb_sym.5,In Silico,Ba2 P8 H54 C64 O36,1.60824,4.24405,0.85472976,10.1038/s41586-019-1798-7
str_m6_o46_o56_etb_sym.58,In Silico,Ba2 P8 H52 C52 S6 Br2 O42,1.87007,4.22486,0.785454503,10.1038/s41586-019-1798-7
str_m6_o46_o57_etb_sym.19,In Silico,Ba2 P8 H51 C58 N3 O32,1.57459,4.82606,0.839080164,10.1038/s41586-019-1798-7
str_m6_o46_o57_etb_sym.22,In Silico,Ba2 P8 H68 C63 O31,1.54943,4.56082,0.87727729,10.1038/s41586-019-1798-7
str_m6_o46_o57_etb_sym.3,In Silico,Ba2 P8 H43 C56 N7 Cl4 O38,1.72359,4.60328,0.810059591,10.1038/s41586-019-1798-7
str_m6_o47_o49_etb_sym.75,In Silico,Ba2 P8 H52 C48 S2 O34,1.66253,3.83088,0.837378857,10.1038/s41586-019-1798-7
str_m6_o47_o55_etb_sym.65,In Silico,Ba2 P8 H68 C64 O32 F8,1.50124,4.67205,0.861817231,10.1038/s41586-019-1798-7
str_m7_o10_o24_bcu_sym.128,In Silico,Ni8 H104 C104 N48 F8,1.06796,4.30677,0.882699914,10.1038/s41586-019-1798-7
str_m7_o10_o24_bcu_sym.56,In Silico,Ni8 H112 C112 N32 O48,1.22181,3.89152,0.917006908,10.1038/s41586-019-1798-7
UFUMUD,Experimental,Cu2 H16 C24 N4 O8,1.49414,3.26076,0.879522022,10.1039/b200213b
UIO66-NH2,Experimental,Zr6 H34 C48 N6 O32,1.27399,4.0776,0.795045986,10.1002/anie.201505461                                               
ZnTBAPy4,Experimental,Zn2 H22 C44 O8,1.13734,5.34213,0.882535508,10.1021/ja308995t
