Label,Source,Formula,Density (g.cm⁻³),PLD (Å),Cp (J.g⁻¹.K⁻¹),Link to Publication
RSM2492,Experimental,Na2 Zn2 H48 C106 N10 O16,0.6148,8.51783,0.929,10.1002/(SICI)1521-3773(20000403)39:7<1288::AID-ANIE1288>3.0.CO;2-Y
RSM2497,Experimental,Cd8 H56 C72 N24 O24,1.893,6.05474,0.7103,10.1039/C4CE00045E
RSM2509,Experimental,Cd4 H80 C84 O16,1.2974,3.44035,0.8951,10.1021/cg8006469
RSM2513,Experimental,Zn16 H16 C80 O72,1.802,4.90647,0.7394,10.1021/ic9019553
RSM2514,Experimental,Zn4 H72 C72 N16 O20,1.4569,4.66119,0.9401,10.1021/acs.inorgchem.5b00130                                        
RSM2517,Experimental,Zn4 H60 C92 N8 O20,1.1196,6.25274,0.9306,10.1039/C4TA04001E
RSM2518,Experimental,Ag8 H64 C88 N16 O8,1.3507,3.59798,0.7426,10.1039/b507363d
RSM2523,Experimental,Cu8 H72 C80 N16 Cl8,1.0836,5.18581,0.8084,10.1039/c2cc31770b
RSM2529,Experimental,Rb12 H52 C56 S8 O56,1.9488,3.01734,0.7086,10.1016/j.poly.2007.03.044
RSM2531,Experimental,La4 H48 C72 N36 O24,1.4755,2.95656,0.7811,10.1021/ja0744091
RSM2573,Experimental,Fe3 H84 C66 S6 N30,1.368,3.44129,1.0775,10.1039/b409543j
RSM2581,Experimental,La4 Mg6 H36 C84 N12 O48,1.4294,2.67159,0.7767,10.1002/ejic.201100450
RSM2615,Experimental,Cd4 H80 C76 N16 O16,1.3163,3.02578,0.8762,10.3390/cryst6100132
RSM2620,Experimental,Mg12 H36 C84 N12 O48,0.9066,5.99218,0.8708,10.1021/cg200327y
RSM2622,Experimental,Sn8 H104 C64 O16,1.4542,3.39714,0.7873,10.1007/s10904-010-9330-4
RSM2629,Experimental,Zn10 P10 H60 C60 N12 O40,1.9253,2.78643,0.8033,10.1039/c2ce25730k
RSM2631,Experimental,Cr3 Ga9 P12 H78 C24 N18 O48,1.9732,4.27892,0.7743,10.1021/cm052859r                                                    
RSM2636,Experimental,Ga12 P12 H78 C24 N18 O48,1.998,4.35221,0.7645,10.1021/cm052859r                                                    
RSM2655,Experimental,Zn4 H64 C96 N16 O16,1.2925,3.33291,0.9344,10.1021/cg101251a
RSM2666,Experimental,Zn4 H60 C98 N18 O16,1.1789,3.43478,0.9198,10.1021/acsami.6b04611                                               
RSM2681,Experimental,Ag4 H60 C96 N12 O24,1.1435,4.0979,0.8469,10.1021/cg401858s                                                    
RSM2682,Experimental,Zn4 H60 C108 O24,1.021,3.82559,0.9195,10.1080/00958972.2014.981168
RSM2700,Experimental,Zn4 H72 C82 N16 O24,1.3355,2.65354,0.9562,10.1039/C6TA05965A
RSM2702,Experimental,Co12 H24 C84 N80,1.134,3.92207,0.8565,10.1021/ic020176x
RSM2706,Experimental,Al8 H56 C96 O40,1.1298,6.52238,0.9692,10.1021/ja802589u
RSM2712,Experimental,Cd4 H48 C92 Br16 N24 O16,1.7309,4.1245,0.6287,10.1039/C3CE40273H
RSM2713,Experimental,Co4 H68 C100 N12 O16,1.2362,4.03418,0.9524,10.1039/c2ce26533h
RSM2721,Experimental,In8 H56 C96 O40,1.2634,7.78037,0.7524,10.1016/j.micromeso.2011.11.043
RSM2722,Experimental,Zn8 H72 C70 N30 O20,1.2199,3.10129,0.8576,10.1002/ejic.201600111
RSM2724,Experimental,U4 Cu4 H48 C96 N16 O32,1.5676,3.88248,0.6538,10.1021/acs.inorgchem.6b00786
RSM2728,Experimental,Co8 H64 C96 N32,1.1124,4.07932,0.8524,10.1039/b917512a
RSM2729,Experimental,Cu4 H72 C100 N8 O16,1.3486,3.12445,0.9601,10.1039/C4DT01890G
RSM2738,Experimental,Mg4 Cd6 H48 C96 O48,1.179,4.69184,0.7729,10.1039/C6CE01818A
RSM2742,Experimental,Eu4 H72 C102 O24,1.2045,4.84981,0.8296,10.1039/C5TC04320D
RSM2752,Experimental,Cu4 H64 C96 N32 O8,1.2847,2.70171,0.9206,10.1021/ic0505504
RSM2754,Experimental,La4 H72 C96 N8 O24,1.2839,3.92931,0.8409,10.1021/cg101432k
RSM2759,Experimental,Zn6 H78 C90 O30,0.8642,5.05885,0.9331,10.1039/C7CC01554B
RSM2771,Experimental,Ni4 H56 C96 N16 O32,1.168,3.40414,0.9372,10.1039/C5CE02426A
RSM2772,Experimental,Zn12 P16 H88 C40 O48,1.286,9.77506,0.7553,10.1021/cg500568e
RSM2774,Experimental,K6 Sm6 H36 C84 S12 O60,0.9824,15.54264,0.6821,10.1021/acs.inorgchem.6b00928
RSM2783,Experimental,Cu12 H24 C72 N96,0.7834,9.75706,0.7255,10.1039/C4RA16350H
RSM2785,Experimental,Cd4 H72 C104 N8 O16,1.0966,3.8798,0.8637,10.1007/s40242-013-2473-4
RSM2789,Experimental,Zn12 H36 C96 N12 O48,0.7644,5.69781,0.773,10.1021/ic502488c
RSM2800,Experimental,Co6 H70 C98 N8 O24,1.1148,4.54969,0.9337,10.1021/acs.inorgchem.5b01938
RSM2808,Experimental,Gd4 H24 C84 N24 O72,1.1844,5.44459,0.7755,10.1039/C4QI00193A
RSM2817,Experimental,Zn12 P16 H60 C56 N8 O56,1.811,3.62717,0.7699,10.1039/c1ce05759f
RSM2818,Experimental,Zn4 H80 C104 N4 O16,1.2024,3.0183,0.9856,10.1039/C4CE01635A
RSM2819,Experimental,Ag8 H80 C80 S8 N32,1.5026,2.69121,0.7492,10.1021/cg050011+
RSM2826,Experimental,Cd8 H56 C96 N16 O32,1.5286,3.1587,0.7451,10.1021/cg8009546
RSM2827,Experimental,Zn8 H56 C68 N60 O16,1.1649,4.44136,0.8543,10.1021/acs.cgd.5b01772
RSM2831,Experimental,Cd8 H56 C96 N16 O32,0.9874,5.33355,0.7442,10.1021/cg8009546
RSM2836,Experimental,Mn6 H60 C108 O36,1.3144,2.75519,0.9065,10.1002/zaac.201600119
RSM2839,Experimental,Cu12 H48 C102 O48,0.8262,5.74839,0.7895,10.1002/anie.200802087
RSM2842,Experimental,Zn10 H40 C60 N60 O40,1.5274,3.89093,0.8229,10.1126/science.1152516
RSM2843,Experimental,Ba2 Cd6 H64 C104 N8 Cl2 O24,1.2094,7.74059,0.7345,10.1002/anie.201203594
RSM2845,Experimental,Cd6 H60 C108 O36,1.3146,4.06886,0.7953,10.1021/ic402058f                                                    
RSM2850,Experimental,K2 Ni2 H70 C104 N8 O24,1.0815,6.11342,0.9686,10.1016/j.jssc.2016.02.038
RSM2852,Experimental,Cd6 H60 C108 O36,1.346,4.03862,0.795,10.1021/ic402058f
RSM2861,Experimental,Cu8 H64 C96 S4 N24 O16,1.2147,5.66985,0.8536,10.1021/acs.jpcc.5b05019
RSM2873,Experimental,Mn4 H88 C96 N8 O16,1.2302,3.31389,1.0421,10.1039/b811725j
RSM2879,Experimental,Cd6 H72 C99 O36,1.1226,4.6678,0.8048,10.1021/cg101222w
RSM2882,Experimental,Gd4 H64 C90 S6 O50,1.5813,5.1544,0.7975,10.1039/c2dt32390g
RSM2891,Experimental,Y12 H24 C84 N24 O72,1.6211,3.10209,0.7436,10.1002/ejic.201500090
RSM2895,Experimental,Cd8 H64 C96 N16 O32,1.2683,3.78832,0.7594,10.1016/j.molstruc.2016.04.093
RSM2896,Experimental,Cd6 H66 C102 N18 O24,1.1897,6.13053,0.8086,10.1016/j.inoche.2011.09.029
RSM2898,Experimental,Cd8 H72 C80 N24 O32,1.3049,5.96301,0.7424,10.1021/cg8009546
RSM2904,Experimental,Cd8 H80 C88 N8 O32,1.4653,2.65954,0.7554,10.1016/j.ica.2014.05.013
RSM2905,Experimental,Cu8 H64 C104 N8 O32,1.2096,3.42092,0.8693,10.1126/science.1231451
RSM2910,Experimental,Zn6 H48 C102 O24 F36,1.4877,4.89032,0.8468,10.1039/b415960h
RSM2922,Experimental,Cu24 H16 C80 N32 O64,1.6479,3.46187,0.6885,10.1039/c1cc14387e
RSM2924,Experimental,Sc12 H48 C96 O60,0.9993,7.19145,0.8895,10.1039/c1cc11168j
RSM2929,Experimental,Mg6 Si4 H64 C112 O32,0.8453,4.37681,0.9588,10.1071/CH11155
RSM2943,Experimental,Co3 H72 C120 N24,1.1682,4.12609,0.9522,10.1002/(SICI)1521-3773(19990917)38:18<2730::AID-ANIE2730>3.3.CO;2-0
RSM2950,Experimental,Mn12 H52 C88 S12 N4 O52,1.2939,3.41201,0.8162,10.1039/C3CE40677F
RSM2953,Experimental,Zn20 H24 C80 N32 O64,1.9893,2.93105,0.7018,10.1016/j.micromeso.2006.12.041
RSM2958,Experimental,Zn8 Si4 H64 C112 O32,1.037,5.06012,0.8575,10.1021/om701262m                                                    
RSM2965,Experimental,Cu4 H72 C104 N16 O24,0.9988,5.80179,0.9549,10.1039/C5RA14637B
RSM2966,Experimental,K6 Zn4 H62 C116 N2 O30,0.8976,7.47142,0.898,10.1021/cg901347p
RSM2972,Experimental,Zn8 H48 C102 O28 F36,1.5011,2.95707,0.8316,10.1080/15533174.2011.591874
RSM2975,Experimental,Zn10 H32 C108 O72,1.2092,3.45606,0.8055,10.1021/ic402692p                                                    
RSM2981,Experimental,Cd6 H64 C112 O40,1.0501,3.97843,0.8114,10.1039/C3CE41930D
RSM2982,Experimental,Ag6 H80 C104 S8 N24,1.5355,3.32949,0.8018,10.1016/j.poly.2008.04.016
RSM2985,Experimental,Co4 H64 C120 N12 O24,1.0156,4.09273,0.9385,10.1039/c2sc20443f
RSM2992,Experimental,Ag16 H96 C64 N48,1.9941,3.39942,0.6539,10.1021/cg101435b
RSM2998,Experimental,Ba8 Cd8 H32 C96 S16 O64,1.3704,6.13291,0.6004,10.1080/15533174.2014.989587
RSM3003,Experimental,Cd4 H72 C108 N24 O16,1.1232,3.6747,0.8519,10.1039/C4CE02551B
RSM3007,Experimental,Cu8 H84 C88 N24 O20,1.0715,5.53855,0.9034,10.1039/C6CC09676J
RSM3012,Experimental,Ni6 H64 C120 O36,0.9661,4.89725,0.9097,10.1039/C6RA22971A
RSM3013,Experimental,Co8 H72 C96 N16 O36,0.9882,3.94053,0.9129,10.1039/c2jm33269h
RSM3015,Experimental,Ag6 H90 C90 N36 O6,1.3662,4.63507,0.8285,10.1021/ic035207i
RSM3019,Experimental,Zn12 H48 C120 O48,0.8079,5.64632,0.7802,10.1021/cg100316s
RSM3032,Experimental,Cd8 H72 C100 S8 N8 O32,1.6999,2.75908,0.7583,10.1080/15533174.2014.963245
RSM3040,Experimental,La4 H80 C96 N16 O32,1.4084,3.36924,0.851,10.1016/j.poly.2003.12.004
RSM3044,Experimental,Cu8 H96 C76 N24 O24,1.1976,4.03967,0.9695,10.1021/ic500436g
RSM3062,Experimental,Cu8 H72 C112 N8 O32,0.9575,5.57341,0.8841,10.1039/c2cc35340g
RSM3065,Experimental,Zn4 Ag4 H72 C128 N24,1.1286,3.8594,0.8341,10.1002/chem.201304319
RSM3076,Experimental,Cd4 H80 C108 N16 O24,1.3574,3.16263,0.8749,10.1039/c2ce25588j
RSM3083,Experimental,Ni6 H72 C108 N24 O24,1.2337,3.63962,0.916,10.1021/cg800087q
RSM3084,Experimental,Cd6 H72 C108 S6 N18 O24,1.5134,2.98812,0.8094,10.1021/cg201655n
RSM3092,Experimental,Mn8 H64 C104 N40 Cl4 O16,1.2217,4.25099,0.8826,10.1002/chem.201502532
RSM3110,Experimental,Cd6 H76 C128 N4 O24,1.1149,3.8904,0.8184,10.1002/anie.201311131
RSM3120,Experimental,U12 H84 C72 O72,2.1279,3.57102,0.5117,10.1039/C5DT02111A
RSM3126,Experimental,Mn8 H72 C112 N8 O40,1.1557,3.91891,0.8958,10.1016/j.mencom.2016.05.010
RSM3130,Experimental,Mn8 H64 C112 S8 O48,1.0169,6.17444,0.8682,10.1021/ic5018517
RSM3145,Experimental,Ni6 H76 C120 N12 O28,1.2091,2.83176,0.9198,10.1039/b917659d
RSM3148,Experimental,Zn6 H76 C120 N12 O28,1.3799,3.65057,0.9107,10.1002/zaac.201400217
RSM3150,Experimental,Cu9 H72 C108 N18 O36,1.2686,3.90402,0.8762,10.1007/s10904-015-0198-1
RSM3159,Experimental,Na8 Zn4 H64 C112 S8 O48,1.529,3.97542,0.8554,10.1080/15533174.2011.568430
RSM3169,Experimental,Cu12 H64 C64 N96 Cl8,1.0957,4.73995,0.7886,10.1016/j.ica.2006.08.020
RSM3176,Experimental,Cu12 Si6 H72 C108 O48,0.8676,4.16974,0.8396,10.1039/C6CC05845K
RSM3180,Experimental,Cd6 H80 C132 N4 O24,1.111,3.84346,0.8275,10.1002/anie.201311131
RSM3195,Experimental,Cu8 H96 C120 N24,1.2757,3.00098,0.9135,10.1002/ejic.200500877
RSM3200,Experimental,Cu16 H72 C112 N40 O8,1.6283,3.39824,0.8225,10.1039/b705603f
RSM3205,Experimental,Cd4 H104 C104 N16 O20,1.3978,3.09756,0.9257,10.1016/j.inoche.2009.12.010
RSM3206,Experimental,Zn8 H80 C96 N32 O32,1.1777,4.91276,0.8874,10.1016/j.micromeso.2005.11.048
RSM3213,Experimental,Zn6 H92 C112 N16 O24,1.451,2.7298,0.935,10.1039/C4CE00093E
RSM3217,Experimental,Cu12 H84 W4 C108 S12 Br4 N28,1.6716,4.92214,0.6391,10.1039/c1cc12691a
RSM3226,Experimental,Zn8 H84 C120 N12 O28,0.8434,4.10454,0.9054,10.1016/j.jcis.2017.11.034                                           
RSM3256,Experimental,Cu8 H96 C96 O56,1.0699,3.8305,0.9268,10.1016/j.ica.2010.06.022
RSM3265,Experimental,Zn6 H78 C132 N18 O24,0.9462,7.31361,0.8971,10.1038/srep11537
RSM3266,Experimental,Cd10 H72 C108 N36 Cl8 O24,1.3507,3.85191,0.721,10.1039/C5CE01815C
RSM3273,Experimental,Ni20 H88 C64 N16 O72,1.4269,5.78359,0.8048,10.1021/ja062743b
RSM3275,Experimental,Gd4 H44 C108 N28 O76,1.3022,3.66145,0.8103,10.1002/chem.201200046
RSM3284,Experimental,Mn8 H124 C88 O40,1.0794,4.29345,1.0307,10.1134/S1070328414120082
RSM3286,Experimental,Ni4 H112 C112 N32,0.793,3.74402,1.0404,10.1039/C4CE00760C
RSM3287,Experimental,Cu20 H80 C112 N32 O16,1.0726,4.41663,0.823,10.1039/dt9960002031
RSM3305,Experimental,Ni4 H144 W2 C80 N32,1.1637,4.57296,1.0409,10.1016/j.inoche.2007.04.031                                         
RSM3317,Experimental,Ag12 H96 C108 N48,1.4142,2.72052,0.7238,10.1080/10610278.2015.1078465
RSM3320,Experimental,Cu12 H66 C132 N6 O48,0.7487,5.44584,0.8327,10.1002/chem.201503163
RSM3323,Experimental,Eu8 H64 C128 N8 O56,0.7668,12.55079,0.7221,10.1039/C5CE01725D
RSM3324,Experimental,Co4 H88 C140 N8 O24,1.3781,2.81108,0.9558,10.1080/15533174.2013.843559
RSM3334,Experimental,Tb8 H64 C128 N8 O56,0.8045,12.28017,0.7049,10.1039/C5CE01725D
RSM3337,Experimental,Mg6 H78 C144 N12 O26,0.2772,26.34811,0.9675,10.1021/jacs.6b08724                                                 
RSM3341,Experimental,Cd4 H96 C136 N8 O24,1.3249,2.99986,0.8998,10.1039/b904387j
RSM3355,Experimental,Co4 H96 C120 N24 O24,0.6415,5.25994,0.9743,10.1021/ja907023c                                                    
RSM3363,Experimental,Zn8 H96 C120 N16 O32,0.9638,11.08538,0.8905,10.1039/c0dt00999g
RSM3364,Experimental,Mg16 H64 C128 O64,1.0947,3.70182,0.8984,10.1016/j.poly.2012.02.006
RSM3369,Experimental,Ba16 H96 C80 N16 O64,2.1793,3.93642,0.6286,10.1002/zaac.201000044
RSM3372,Experimental,Ca8 Cd8 H64 C128 O64,1.1461,6.00552,0.7758,10.1007/s10904-013-9884-z
RSM3373,Experimental,Y8 H60 C132 N12 O60,0.9209,4.57728,0.8251,10.1021/cg400096e
RSM3388,Experimental,Cu4 H112 C112 N32 O16,1.1808,2.77243,1.0086,10.1021/cg070100h
RSM3391,Experimental,Ni6 H88 C144 N12 O26,0.8594,4.0968,0.9373,10.1039/C3SC22222E
RSM3396,Experimental,Zn16 H64 C136 O60,0.8032,8.56161,0.7936,10.1021/ic502643m
RSM3399,Experimental,Zn6 H108 C132 O34,0.9524,4.87123,0.977,10.1002/chem.201406098
RSM3405,Experimental,Zn8 H88 C132 N24 O28,1.3341,6.6778,0.8908,10.1039/c2ce05948g
RSM3407,Experimental,Cu10 H96 C128 N16 O32,1.3483,4.17862,0.9087,10.1021/ic034943j                                                    
RSM3408,Experimental,Zn14 H72 C144 O52,1.4248,5.15164,0.8127,10.1016/j.inoche.2011.09.039
RSM3410,Experimental,Cu12 H84 C132 I6 N24 O24,0.8734,9.74644,0.7165,10.1021/acs.cgd.5b01307
RSM3415,Experimental,Mn4 Cr4 Fe4 H88 C104 N16 Cl8 O56,1.6153,2.69973,0.8643,10.1021/ic201293f
RSM3416,Experimental,Cd4 H80 C152 N16 O32,1.0641,5.35513,0.8738,10.1002/chem.201501614
RSM3419,Experimental,Zn16 H72 C144 O52,1.1629,3.57644,0.7946,10.1039/c0cc02589e
RSM3420,Experimental,K2 Cd6 H96 C144 N12 O24,0.9369,8.47313,0.852,10.1039/c2ce25328c
RSM3423,Experimental,Cd8 H96 C132 O48,1.1314,5.30358,0.8022,10.1016/j.inoche.2013.12.022
RSM3426,Experimental,Ag4 H112 C152 N16,1.1553,3.50095,0.9448,10.1021/acs.cgd.5b01601
RSM3438,Experimental,Cu10 H80 Rh4 C120 N20 Cl8 O44,1.6443,3.7561,0.7944,10.1016/j.molstruc.2012.05.068
RSM3442,Experimental,Ag8 H96 C136 N48,1.4454,4.18565,0.8037,10.1039/C6CC05938D
RSM3455,Experimental,Zn16 H96 C112 O64,1.1682,3.82597,0.7849,10.1021/ja010825o
RSM3457,Experimental,Cu8 H128 C72 S16 N64,1.0923,2.69756,0.9151,10.1021/ic100840a
RSM3461,Experimental,Zn8 H88 C144 N16 O32,1.2726,3.68928,0.8908,10.1021/cg200926z
RSM3468,Experimental,Zn12 H88 C136 N8 O48,1.3242,3.72199,0.8679,10.1007/s10870-007-9244-3
RSM3469,Experimental,Cu4 H104 C128 N16 O40,1.302,2.79737,0.9813,10.1021/cg3017563
RSM3474,Experimental,Cd12 H120 C96 N16 O48,1.5085,3.13578,0.7302,10.1039/b402715a
RSM3478,Experimental,Ca8 H114 C132 O40,0.847,5.42377,1.0248,10.1039/C6CE01821A
RSM3481,Experimental,Cu4 Sn4 H96 C160 N32,1.3478,3.03823,0.8351,10.1107/S2053229615013327
RSM3485,Experimental,Gd8 H72 C144 N24 O48,1.5567,4.02903,0.7235,10.1021/cg300379u
RSM3497,Experimental,Mn8 H112 C120 N24 O32,1.0735,3.46798,0.9741,10.1039/c0dt00143k
RSM3517,Experimental,Cd4 H88 C160 N16 O32,1.096,5.40871,0.8781,10.1002/zaac.201400550
RSM3545,Experimental,Mg18 H72 C144 O72,0.718,5.64175,0.893,10.1021/acs.cgd.5b01297
RSM3546,Experimental,Fe6 H96 C144 N60,1.1235,5.21366,0.9377,10.1002/chem.201001179
RSM3548,Experimental,Cu6 H108 C144 N24 O24,0.6978,11.15437,0.9652,10.1021/cg2011309
RSM3554,Experimental,Zn16 H72 C144 N8 O68,0.674,11.71862,0.8121,10.1021/ic502643m                                                    
RSM3565,Experimental,Ni4 H152 C106 N24 O24,1.0179,5.02652,1.0742,10.1039/C5CE01577D
RSM3582,Experimental,Cu12 H96 C144 N36 O24,1.1166,4.12358,0.8734,10.1039/C6TA11242K
RSM3594,Experimental,Cu8 H96 C156 N52,1.4406,3.17473,0.9147,10.1021/acs.inorgchem.6b00813
RSM3596,Experimental,La12 H80 C144 O76,1.4565,4.29665,0.7083,10.1021/ic902194g
RSM3604,Experimental,Na4 Cu8 H108 C152 N24 O20,1.4708,3.62083,0.9167,10.1016/S0277-5387(00)00390-9
RSM3610,Experimental,Cu12 H48 C160 N12 Cl36 O48,1.4556,2.76206,0.7698,10.1039/b713705b
RSM3616,Experimental,Zn10 H72 C144 N12 O32 F48,1.6517,3.01523,0.8393,10.1021/acs.inorgchem.6b01809
RSM3629,Experimental,Cd16 H88 C136 N16 O64,1.6381,3.36972,0.697,10.1039/c2ce26553b
RSM3630,Experimental,Zn16 H72 C152 N16 O64,0.7565,5.60493,0.798,10.1039/C4CC09955A
RSM3657,Experimental,Cu12 H84 C180 O48,0.7958,4.92112,0.8436,10.1021/ja0771639
RSM3683,Experimental,Zn16 H80 C156 N8 O68,0.6414,12.19002,0.8216,10.1021/ic502643m
RSM3692,Experimental,Cd8 H80 C176 O64,0.8528,6.37773,0.8174,10.1016/j.jssc.2015.12.005
RSM3704,Experimental,Nd8 H72 C168 S12 O72,0.9816,5.5429,0.7331,10.1021/cg9000736
RSM3705,Experimental,Cu12 H96 C168 N8 O48,0.5219,7.14374,0.8752,10.1021/acs.inorgchem.6b00278
RSM3706,Experimental,Zn8 H108 C136 N24 O32 F24,1.4346,3.09478,0.8965,10.1039/c0ce00181c
RSM3715,Experimental,Zn12 Cr6 H72 C144 N12 O86,0.6308,10.40401,0.8191,10.1021/ja406030p                                                    
RSM3728,Experimental,Na4 Cd10 H96 C168 N8 O48,0.9767,5.25282,0.775,10.1039/C5NJ01237F
RSM3735,Experimental,Co12 H96 C168 O60,0.915,6.15971,0.8847,10.1016/j.jhazmat.2017.02.037
RSM3749,Experimental,Mn6 Co2 H132 C150 N24 O24,0.9586,5.07796,1.0014,10.1038/nchem.2045
RSM3754,Experimental,Zn10 H120 C150 N36 O24,0.7435,5.7381,0.9206,10.1002/chem.201200696
RSM3760,Experimental,Zn20 H120 C120 N80,1.1192,4.54568,0.7973,10.1002/chem.200700181
RSM3761,Experimental,Eu8 H88 C168 N16 O60,1.594,2.91872,0.7648,10.1016/j.micromeso.2014.01.012
RSM3765,Experimental,Co12 H114 C150 N18 O48,1.3009,4.06383,0.898,10.1021/ja403449k
RSM3766,Experimental,Zn6 H116 C180 N16 O24,0.7116,7.27952,0.9532,10.1021/acs.cgd.6b00795
RSM3770,Experimental,Cu6 H144 C144 N48,0.725,3.39368,0.9661,10.1039/b316981b
RSM3775,Experimental,Cd8 H112 C160 N32 O32,1.1948,4.27482,0.8291,10.1021/cg900504m
RSM3784,Experimental,Gd8 H96 C192 O48,0.911,5.35637,0.7809,10.1039/C7CE00306D
RSM3793,Experimental,In12 H132 C144 O60,1.0574,4.07318,0.829,10.1021/acs.inorgchem.6b02840
RSM3796,Experimental,Ag12 H96 C192 N48,1.1617,3.75488,0.7546,10.1039/b003183f
RSM3799,Experimental,Mn12 H96 C168 O72,1.482,2.99597,0.9049,10.1039/C3CE41801D
RSM3801,Experimental,Dy12 H84 C180 O72,1.3554,4.95629,0.6751,10.1039/C6NJ00294C
RSM3812,Experimental,Fe8 Ag24 H96 C168 N56,1.4953,4.7334,0.6883,10.1021/ic403069d
RSM3820,Experimental,Cd16 H72 C184 O80,1.145,4.17934,0.7052,10.1039/C6CE01514J
RSM3823,Experimental,Cu16 H120 C160 N8 O48,1.3558,2.74546,0.8745,10.1016/j.inoche.2013.12.002
RSM3830,Experimental,Ni12 H106 C166 N14 O54,0.9893,4.08706,0.8887,10.1039/C4TA01900H
RSM3834,Experimental,Li4 H196 C120 O32,1.0556,4.15607,1.2186,10.1016/j.steroids.2016.07.001
RSM3843,Experimental,Zn16 H96 C192 O52,0.4547,12.11618,0.8587,10.1039/c1ce06044a
RSM3845,Experimental,Cu12 H104 C184 N8 O48,0.5599,11.39856,0.8722,10.1039/C5DT04379D
RSM3846,Experimental,Si16 Ni4 H192 C128 N16,1.0683,2.96783,1.1419,10.5012/bkcs.2010.31.8.2158
RSM3849,Experimental,Zn6 H136 C152 N28 O36,1.0767,3.15437,0.9809,10.1071/CH12270
RSM3850,Experimental,Ni6 H136 C152 N28 O36,1.0807,3.12544,0.991,10.1039/c0dt01278e
RSM3860,Experimental,Gd4 H128 C176 N4 Cl12 O36,1.2304,3.34922,0.8629,10.1039/b204249e
RSM3864,Experimental,Zn12 H96 C168 S12 O72,1.3238,2.84553,0.8405,10.1039/C5DT02132D
RSM3865,Experimental,Zn8 H144 C144 N32 O32,1.0714,3.52751,1.0107,10.1021/cg070320v
RSM3875,Experimental,Cd8 H152 C152 N20 O32,1.2708,2.6726,0.8812,10.1021/cg8008859
RSM3889,Experimental,Zn16 H96 C180 N12 O64,0.5249,10.11404,0.8376,10.1039/c0cc04146g
RSM3891,Experimental,Al16 H112 C168 N8 O64,0.6624,8.35218,0.9839,10.1016/j.bios.2017.01.059
RSM3898,Experimental,Ba10 H120 C200 O40,1.4134,3.55168,0.7736,10.1021/acs.inorgchem.5b02693
RSM3905,Experimental,Cu8 H96 C172 S4 N12 O32 F48,1.3947,2.74803,0.8884,10.1016/j.inoche.2015.05.017                                         
RSM3908,Experimental,Cd4 H168 C152 N16 O32,1.3184,2.80781,0.9512,10.1002/1521-3773(20011203)40:23<4422::AID-ANIE4422>3.0.CO;2-G
RSM3912,Experimental,Zn20 H124 C144 N36 O52,0.9749,6.14802,0.8527,10.1039/c2dt12059c
RSM3918,Experimental,Mn8 H128 C192 N16 O32,1.3006,3.12305,0.9623,10.1038/ncomms3534
RSM3966,Experimental,Zn12 H120 C184 N24 O48,1.3741,3.71723,0.8784,10.1039/C3CE00009E
RSM3971,Experimental,Zn6 H132 C192 N24 O36,1.0129,6.56965,0.951,10.1039/c2cc32103c
RSM3985,Experimental,Cd10 H120 C216 O48,1.053,4.03007,0.8185,10.1039/c2dt12392d
RSM3992,Experimental,Cu8 H128 C224 O40,0.1637,21.484,0.9299,10.1038/nchem.738
RSM3993,Experimental,Co12 H120 C216 O52,0.7615,8.59365,0.8981,10.1039/c1cc10674k
RSM3997,Experimental,Cu16 H128 C160 N96,1.0625,3.49594,0.845,10.1039/C6CE01174H
RSM4006,Experimental,Zn6 H144 C204 N12 O36,1.2934,2.81182,0.9723,10.1039/C6NJ00090H
RSM4009,Experimental,Zn8 H144 C180 N72,0.6956,6.09467,0.9177,10.1039/C3CE41364K
RSM4015,Experimental,Zn12 H116 C220 O56,1.0496,4.49466,0.8805,10.1039/C4TA01372G
RSM4021,Experimental,Ag8 H96 C224 S48 N32,1.5013,3.34538,0.8195,10.1021/acs.cgd.5b00698
RSM4023,Experimental,Ag8 H160 C144 N96,1.3865,3.22232,0.8367,10.1039/c2dt30362k
RSM4030,Experimental,Cd24 H104 C192 N80 Cl8,0.6526,12.81676,0.6275,10.1021/jacs.5b02999                                                 
RSM4038,Experimental,Ca10 H132 C216 O52,0.8672,4.48153,0.9786,10.1039/C4CE01237B
RSM4040,Experimental,Cu8 H128 C244 O32,0.363,11.58702,0.9634,10.1021/ic1009169
RSM4054,Experimental,Zn16 H112 C192 N64 O32,1.323,4.94413,0.848,10.1039/C5CE00833F
RSM4062,Experimental,Zn12 Cr6 H120 C180 N12 O86,0.6914,6.17466,0.8613,10.1021/ja406030p                                                    
RSM4063,Experimental,Gd8 H48 C168 N48 O144,1.0043,4.97935,0.7727,10.1002/chem.201200046
RSM4068,Experimental,Sr10 H136 C216 O56,0.8693,5.02533,0.9014,10.1039/C5CE01995H
RSM4072,Experimental,Cu12 H160 C180 N36 O32,1.2176,4.73305,0.9231,10.1021/ic015518y
RSM4079,Experimental,In8 H128 C224 O64,0.8398,4.22209,0.8641,10.1039/c1ce05841j
RSM4082,Experimental,Zn32 H96 C192 O104,0.5995,6.82392,0.7584,10.1039/b604925g
RSM4092,Experimental,Co8 H144 C212 N32 O32,1.2457,2.87112,0.9491,10.1002/ejic.201500069
RSM4098,Experimental,In80 H80 C112 S128 N32,1.4898,5.15962,0.4354,10.1002/anie.201006531
